id,verdict,group,tier,sanitizer_kind,model,target,declaration,original,report,omc_outcome,reason,proposed_action
DECL-0686,unresolved,declaration-needs-proof,Latent,,,Re,Electrical/Machines/BasicMachines/SynchronousMachines/SM_ElectricalExcited.mo:96,DECL-sm-electricalexcited-re-96.md,unresolved/DECL-0686.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0687,unresolved,declaration-needs-proof,Latent,,,Rrd,Electrical/Machines/BasicMachines/SynchronousMachines/SM_PermanentMagnet.mo:70,DECL-sm-permanentmagnet-rrd-70.md,unresolved/DECL-0687.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0688,unresolved,declaration-needs-proof,Latent,,,Rrq,Electrical/Machines/BasicMachines/SynchronousMachines/SM_PermanentMagnet.mo:75,DECL-sm-permanentmagnet-rrq-75.md,unresolved/DECL-0688.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0689,unresolved,declaration-needs-proof,Latent,,,Rrd,Electrical/Machines/BasicMachines/SynchronousMachines/SM_ReluctanceRotor.mo:62,DECL-sm-reluctancerotor-rrd-62.md,unresolved/DECL-0689.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0690,unresolved,declaration-needs-proof,Latent,,,Rrq,Electrical/Machines/BasicMachines/SynchronousMachines/SM_ReluctanceRotor.mo:67,DECL-sm-reluctancerotor-rrq-67.md,unresolved/DECL-0690.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0691,unresolved,declaration-needs-proof,Latent,,,RonT,Electrical/Machines/Examples/ControlledDCDrives/Utilities/DcdcInverter.mo:10,DECL-dcdcinverter-ront-10.md,unresolved/DECL-0691.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0692,unresolved,declaration-needs-proof,Latent,,,RonD,Electrical/Machines/Examples/ControlledDCDrives/Utilities/DcdcInverter.mo:19,DECL-dcdcinverter-rond-19.md,unresolved/DECL-0692.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0693,unresolved,declaration-needs-proof,Latent,,,Ra,Electrical/Machines/Examples/ControlledDCDrives/Utilities/DriveDataDCPM.mo:11,DECL-drivedatadcpm-ra-11.md,unresolved/DECL-0693.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0694,unresolved,declaration-needs-proof,Latent,,,RonT,Electrical/Machines/Examples/ControlledDCDrives/Utilities/SwitchingDcDc.mo:5,DECL-switchingdcdc-ront-5.md,unresolved/DECL-0694.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0695,unresolved,declaration-needs-proof,Latent,,,RonD,Electrical/Machines/Examples/ControlledDCDrives/Utilities/SwitchingDcDc.mo:11,DECL-switchingdcdc-rond-11.md,unresolved/DECL-0695.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0696,unresolved,declaration-needs-proof,Latent,,,Ra,Electrical/Machines/Examples/DCMachines/DCPM_CurrentControlled.mo:8,DECL-dcpm-currentcontrolled-ra-8.md,unresolved/DECL-0696.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0697,unresolved,declaration-needs-proof,Latent,,,k,Electrical/Machines/Examples/DCMachines/DCPM_CurrentControlled.mo:16,DECL-dcpm-currentcontrolled-k-16.md,unresolved/DECL-0697.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0698,unresolved,declaration-needs-proof,Latent,,,RGrid,Electrical/Machines/Examples/InductionMachines/IMC_InverterDrive.mo:11,DECL-imc-inverterdrive-rgrid-11.md,unresolved/DECL-0698.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0699,unresolved,declaration-needs-proof,Latent,,,RLine,Electrical/Machines/Examples/InductionMachines/IMC_YDarc.mo:9,DECL-imc-ydarc-rline-9.md,unresolved/DECL-0699.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0700,unresolved,declaration-needs-proof,Latent,,,Rstart,Electrical/Machines/Examples/InductionMachines/IMS_Start.mo:9,DECL-ims-start-rstart-9.md,unresolved/DECL-0700.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0701,unresolved,declaration-needs-proof,Latent,,,RLoad,Electrical/Machines/Examples/SynchronousMachines/SMEE_LoadDump.mo:14,DECL-smee-loaddump-rload-14.md,unresolved/DECL-0701.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0702,unresolved,declaration-needs-proof,Latent,,,RLoad,Electrical/Machines/Examples/SynchronousMachines/SMEE_Rectifier.mo:11,DECL-smee-rectifier-rload-11.md,unresolved/DECL-0702.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0703,unresolved,declaration-needs-proof,Latent,,,R,Electrical/Machines/Examples/SynchronousMachines/SMPM_Braking.mo:8,DECL-smpm-braking-r-8.md,unresolved/DECL-0703.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0704,unresolved,declaration-needs-proof,Latent,,,RL,Electrical/Machines/Examples/Transformers/AsymmetricalLoad.mo:4,DECL-asymmetricalload-rl-4.md,unresolved/DECL-0704.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0705,unresolved,declaration-needs-proof,Latent,,,RL,Electrical/Machines/Examples/Transformers/Rectifier6pulse.mo:8,DECL-rectifier6pulse-rl-8.md,unresolved/DECL-0705.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0706,unresolved,declaration-needs-proof,Latent,,,RL,Electrical/Machines/Examples/Transformers/TransformerTestbench.mo:4,DECL-transformertestbench-rl-4.md,unresolved/DECL-0706.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0707,false-positive,ideal-dc-armature-ra,Latent,,,Ra,Electrical/Machines/Interfaces/PartialBasicDCMachine.mo:17,DECL-partialbasicdcmachine-ra-17.md,false-positives/DECL-0707.md,,"Ra is passed to Basic.Resistor, whose contract explicitly supports zero and signed resistance; zero removes armature copper loss. The partial machine source has no unconditional reciprocal of this parameter. A particular initialization can still be topology-dependent.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
DECL-0708,false-positive,ideal-stator-resistance,Latent,,,Rs,Electrical/Machines/Interfaces/PartialBasicInductionMachine.mo:11,DECL-partialbasicinductionmachine-rs-11.md,false-positives/DECL-0708.md,,"Rs is passed to Polyphase.Basic.Resistor, which delegates to the scalar resistor contract that explicitly allows positive, zero, or negative resistance. Zero removes copper loss; the source does not divide by Rs. A real machine-data recommendation is not a universal equation-domain requirement.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
DECL-0709,unresolved,declaration-needs-proof,Latent,,,R1,Electrical/Machines/Interfaces/PartialBasicTransformer.mo:9,DECL-partialbasictransformer-r1-9.md,unresolved/DECL-0709.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0710,unresolved,declaration-needs-proof,Latent,,,R2,Electrical/Machines/Interfaces/PartialBasicTransformer.mo:21,DECL-partialbasictransformer-r2-21.md,unresolved/DECL-0710.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0711,unresolved,declaration-needs-proof,Latent,,,Rs,Electrical/Machines/Utilities/DQCurrentController.mo:11,DECL-dqcurrentcontroller-rs-11.md,unresolved/DECL-0711.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0712,unresolved,declaration-needs-proof,Latent,,,Re,Electrical/Machines/Utilities/ParameterRecords/DcElectricalExcitedData.mo:6,DECL-dcelectricalexciteddata-re-6.md,unresolved/DECL-0712.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0713,false-positive,ideal-dc-machine-data,Latent,,,Ra,Electrical/Machines/Utilities/ParameterRecords/DcPermanentMagnetData.mo:19,DECL-dcpermanentmagnetdata-ra-19.md,false-positives/DECL-0713.md,,"This field represents zero-loss armature resistance and is forwarded to a component that uses it multiplicatively: torque balance for inertia, v=R*i for resistance, or v=L*der(i) for inductance. None intrinsically requires division by the field. A specific drive train can still be inconsistent; the missing strictly-positive record bound alone is not a bug.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
DECL-0714,unresolved,declaration-needs-proof,Latent,,,Re,Electrical/Machines/Utilities/ParameterRecords/DcSeriesExcitedData.mo:5,DECL-dcseriesexciteddata-re-5.md,unresolved/DECL-0714.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0715,unresolved,declaration-needs-proof,Latent,,,Rr,Electrical/Machines/Utilities/ParameterRecords/IM_SlipRingData.mo:19,DECL-im-slipringdata-rr-19.md,unresolved/DECL-0715.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0716,unresolved,declaration-needs-proof,Latent,,,Rr,Electrical/Machines/Utilities/ParameterRecords/IM_SquirrelCageData.mo:13,DECL-im-squirrelcagedata-rr-13.md,unresolved/DECL-0716.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0717,false-positive,signed-machine-data-resistance,Latent,,,Rs,Electrical/Machines/Utilities/ParameterRecords/InductionMachineData.mo:10,DECL-inductionmachinedata-rs-10.md,false-positives/DECL-0717.md,,"Rs is a stator resistance data field passed to resistor components. The underlying Basic.Resistor contract explicitly permits positive, zero and negative resistance and uses v=R_actual*i. A real machine normally has positive copper resistance, but the ideal zero-loss limit is mathematically supported; a blanket missing-bound finding is not a bug.",Correct the detector/adjudicator for this specific semantic case; do not impose a blanket strictly-positive bound on the library declaration.
DECL-0718,unresolved,declaration-needs-proof,Latent,,,Re,Electrical/Machines/Utilities/ParameterRecords/SM_ElectricalExcitedData.mo:13,DECL-sm-electricalexciteddata-re-13.md,unresolved/DECL-0718.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0719,unresolved,declaration-needs-proof,Latent,,,Rrd,Electrical/Machines/Utilities/ParameterRecords/SM_ReluctanceRotorData.mo:25,DECL-sm-reluctancerotordata-rrd-25.md,unresolved/DECL-0719.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0720,unresolved,declaration-needs-proof,Latent,,,Rrq,Electrical/Machines/Utilities/ParameterRecords/SM_ReluctanceRotorData.mo:30,DECL-sm-reluctancerotordata-rrq-30.md,unresolved/DECL-0720.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0721,unresolved,declaration-needs-proof,Latent,,,R1,Electrical/Machines/Utilities/ParameterRecords/TransformerData.mo:17,DECL-transformerdata-r1-17.md,unresolved/DECL-0721.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0722,unresolved,declaration-needs-proof,Latent,,,R2,Electrical/Machines/Utilities/ParameterRecords/TransformerData.mo:29,DECL-transformerdata-r2-29.md,unresolved/DECL-0722.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0723,unresolved,declaration-needs-proof,Latent,,,RStart,Electrical/Machines/Utilities/RampedRheostat.mo:10,DECL-rampedrheostat-rstart-10.md,unresolved/DECL-0723.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0724,unresolved,declaration-needs-proof,Latent,,,Ron,Electrical/Machines/Utilities/SwitchYD.mo:4,DECL-switchyd-ron-4.md,unresolved/DECL-0724.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0725,unresolved,declaration-needs-proof,Latent,,,Ron,Electrical/Machines/Utilities/SwitchYDwithArc.mo:4,DECL-switchydwitharc-ron-4.md,unresolved/DECL-0725.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0726,unresolved,declaration-needs-proof,Latent,,,RStart,Electrical/Machines/Utilities/SwitchedRheostat.mo:10,DECL-switchedrheostat-rstart-10.md,unresolved/DECL-0726.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0727,unresolved,declaration-needs-proof,Latent,,,Rs,Electrical/Machines/Utilities/SynchronousMachineData.mo:88,DECL-synchronousmachinedata-rs-88.md,unresolved/DECL-0727.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0728,unresolved,declaration-needs-proof,Latent,,,Rrd,Electrical/Machines/Utilities/SynchronousMachineData.mo:113,DECL-synchronousmachinedata-rrd-113.md,unresolved/DECL-0728.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0729,unresolved,declaration-needs-proof,Latent,,,Rrq,Electrical/Machines/Utilities/SynchronousMachineData.mo:120,DECL-synchronousmachinedata-rrq-120.md,unresolved/DECL-0729.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
DECL-0730,unresolved,declaration-needs-proof,Latent,,,Re,Electrical/Machines/Utilities/SynchronousMachineData.mo:127,DECL-synchronousmachinedata-re-127.md,unresolved/DECL-0730.md,,"This is a declaration-only census entry, with no enclosing executable model or failing witness. The source declaration was located and retained, but missing a local min is not sufficient: inherited types, intended signed/zero values, usage and guards still need a declaration-specific proof.","Resolve the intended parameter domain and enclosing equations; check inherited bounds, final/protected status, guards and aliases. Construct an otherwise-valid source-level witness, establish a clean baseline in a capable engine, then retranslate at the witness and compare with the runtime override. For equality claims use the actual partner value. Do not apply a blanket min>0 fix yet."
